time,open,high,low,close,volume
2022-03-04 20:00:00,163.05,163.05,162.91,162.97,48590
2022-03-04 19:00:00,163.05,163.16,163.0,163.05,31317
2022-03-04 18:00:00,162.99,163.2399,162.92,163.05,39969
2022-03-04 17:00:00,163.17,164.07,162.87,163.0622,1784051
2022-03-04 16:00:00,162.611,163.53,162.13,163.22,14536296
2022-03-04 15:00:00,163.12,163.73,162.52,162.62,7793135
2022-03-04 14:00:00,163.7,164.465,163.032,163.12,7716322
2022-03-04 13:00:00,162.76,163.95,162.49,163.6948,10030662
2022-03-04 12:00:00,162.59,163.16,162.1,162.76,9786805
2022-03-04 11:00:00,165.04,165.3101,162.22,162.5801,14224555
2022-03-04 10:00:00,164.9,165.55,163.88,165.0399,9658820
2022-03-04 09:00:00,164.5001,165.9,164.12,164.89,1020414
2022-03-04 08:00:00,164.61,164.88,164.08,164.72,179037
2022-03-04 07:00:00,164.56,164.94,164.31,164.8,23582
2022-03-04 06:00:00,164.3,165.0,164.3,164.71,16557
2022-03-04 05:00:00,163.72,165.24,163.72,164.4,48241
2022-03-03 20:00:00,166.39,166.42,162.09,162.95,298297
2022-03-03 19:00:00,166.1001,166.39,165.95,166.35,61372
2022-03-03 18:00:00,166.34,166.35,165.9,166.08,130898
2022-03-03 17:00:00,166.23,166.42,166.01,166.35,3192698
2022-03-03 16:00:00,166.68,166.74,165.55,166.2882,12544975
2022-03-03 15:00:00,167.36,167.91,166.58,166.685,6713332
2022-03-03 14:00:00,167.1,167.8,166.88,167.3693,6375350
2022-03-03 13:00:00,166.82,168.44,166.09,167.11,9018592
2022-03-03 12:00:00,166.02,167.02,165.73,166.83,9275758
2022-03-03 11:00:00,168.065,168.4,166.0101,166.03,11264210
2022-03-03 10:00:00,167.8599,168.91,167.5199,168.06,11235321
2022-03-03 09:00:00,166.77,167.96,166.144,167.86,1266393
2022-03-03 08:00:00,166.23,166.78,166.21,166.53,75862
2022-03-03 07:00:00,166.3,166.79,165.93,166.16,15956
2022-03-03 06:00:00,166.41,166.41,166.02,166.28,7635
2022-03-03 05:00:00,166.35,166.46,165.92,166.41,12362
2022-03-02 20:00:00,166.32,166.54,166.21,166.36,44886
2022-03-02 19:00:00,166.1,166.33,166.07,166.3,25904
2022-03-02 18:00:00,166.16,166.25,165.99,166.05,24344
2022-03-02 17:00:00,166.56,166.56,165.95,166.19,1518220
2022-03-02 16:00:00,166.75,167.36,166.4,166.54,12609372
2022-03-02 15:00:00,166.72,167.25,166.6,166.755,6662414
2022-03-02 14:00:00,166.2,167.0,166.0,166.7029,6186919
2022-03-02 13:00:00,165.88,166.725,165.71,166.1972,8414194
2022-03-02 12:00:00,164.61,166.47,164.17,165.89,13114781
2022-03-02 11:00:00,164.05,165.18,162.95,164.595,13428441
2022-03-02 10:00:00,163.66,164.69,163.05,164.0432,8451654
2022-03-02 09:00:00,164.5199,164.9,163.23,163.65,554700
2022-03-02 08:00:00,164.43,164.6,163.65,163.9,125677
2022-03-02 07:00:00,164.05,164.72,164.05,164.49,20028
2022-03-02 06:00:00,163.87,164.74,163.6,164.1,20206
2022-03-02 05:00:00,165.0,165.0,162.56,163.8,26822
2022-03-01 20:00:00,163.72,163.8,163.4,163.74,53745
2022-03-01 19:00:00,163.33,163.73,163.21,163.72,65697
2022-03-01 18:00:00,163.4,163.45,163.21,163.31,24987
2022-03-01 17:00:00,163.2,163.97,163.2,163.424,1307659
2022-03-01 16:00:00,162.725,163.89,161.97,163.18,15021612
2022-03-01 15:00:00,162.9981,163.51,162.57,162.72,7607975
2022-03-01 14:00:00,164.1,164.4,162.51,162.9925,7817790
2022-03-01 13:00:00,163.585,164.4,163.0213,164.11,7795921
2022-03-01 12:00:00,165.17,165.75,163.31,163.58,10422009
2022-03-01 11:00:00,165.75,166.6,164.945,165.16,13773156
2022-03-01 10:00:00,164.7,166.51,164.36,165.73,12189803
2022-03-01 09:00:00,163.95,165.532,163.58,164.7,665644
2022-03-01 08:00:00,163.58,164.32,163.57,163.95,142829
2022-03-01 07:00:00,163.85,164.05,163.2,163.52,13069
2022-03-01 06:00:00,163.78,164.1,163.28,164.1,18328
2022-03-01 05:00:00,164.74,165.01,163.76,163.76,22379
2022-02-28 20:00:00,165.26,165.3,164.75,164.8,57669
2022-02-28 19:00:00,164.76,165.37,164.73,165.31,93350
2022-02-28 18:00:00,165.0,165.18,164.74,164.76,36212
2022-02-28 17:00:00,165.12,165.2,164.6,164.95,4043222
2022-02-28 16:00:00,163.42,165.4,162.64,165.13,16882704
2022-02-28 15:00:00,164.26,164.26,162.43,163.43,8758340
2022-02-28 14:00:00,164.1,164.9488,163.77,164.26,6936566
2022-02-28 13:00:00,164.96,165.23,163.71,164.1052,8478746
2022-02-28 12:00:00,164.86,165.42,164.6,164.96,8834121
2022-02-28 11:00:00,164.74,165.14,163.19,164.84,12405795
2022-02-28 10:00:00,163.01,164.81,162.78,164.74,11083985
2022-02-28 09:00:00,162.9,163.8,161.1,163.03,1231615
2022-02-28 08:00:00,162.7,163.8,162.52,162.98,266164
2022-02-28 07:00:00,162.6,162.86,162.3,162.7,43017
2022-02-28 06:00:00,162.41,162.68,161.99,162.59,11058
2022-02-28 05:00:00,163.18,163.28,161.36,162.42,86268
2022-02-25 20:00:00,164.4,164.45,164.15,164.34,57269
2022-02-25 19:00:00,164.55,164.6,164.33,164.4,51221
2022-02-25 18:00:00,164.89,164.89,164.42,164.55,136251
2022-02-25 17:00:00,164.85,165.0,164.7,164.88,2220050
2022-02-25 16:00:00,164.43,165.12,163.98,164.87,16884901
2022-02-25 15:00:00,164.555,165.01,164.02,164.425,8539158
2022-02-25 14:00:00,164.075,165.01,163.48,164.55,9565798
2022-02-25 13:00:00,164.58,164.84,163.85,164.075,8981855
2022-02-25 12:00:00,163.15,164.65,162.82,164.5725,12268388
2022-02-25 11:00:00,161.24,163.54,160.8738,163.155,14786224
2022-02-25 10:00:00,164.04,164.35,161.12,161.26,11980414
2022-02-25 09:00:00,162.41,164.74,161.0,164.13,984033
2022-02-25 08:00:00,162.1,163.8,162.0,163.49,173206
2022-02-25 07:00:00,162.01,162.71,161.33,162.2,54620
2022-02-25 06:00:00,161.85,162.28,161.74,162.07,32231
2022-02-25 05:00:00,162.79,162.79,160.53,161.82,53110
2022-02-24 20:00:00,160.99,162.5,160.96,161.25,143994
2022-02-24 19:00:00,161.95,161.95,160.75,160.98,141824
2022-02-24 18:00:00,162.28,162.74,161.91,162.16,134868
2022-02-24 17:00:00,162.74,162.74,161.25,162.17,3533220
2022-02-24 16:00:00,160.5,162.85,157.48,162.77,20032534
2022-02-24 15:00:00,158.83,160.91,158.29,160.49,12097932
2022-02-24 14:00:00,157.16,159.93,156.91,158.84,10484501
2022-02-24 13:00:00,158.43,158.83,156.7,157.18,11235885
2022-02-24 12:00:00,156.91,158.68,155.12,158.44,14127719
2022-02-24 11:00:00,156.48,157.8,154.96,156.91,23423355
2022-02-24 10:00:00,153.82,156.91,151.9,156.4829,28809286
2022-02-24 09:00:00,155.1001,156.5,152.75,153.8,3921400
2022-02-24 08:00:00,155.83,155.98,152.85,153.58,1246620
2022-02-24 07:00:00,155.0,155.91,154.13,155.83,250258
2022-02-24 06:00:00,155.51,156.06,154.71,154.83,194536
2022-02-24 05:00:00,158.1,158.1,155.0,155.59,251306
2022-02-23 20:00:00,160.33,160.49,159.1,159.21,203677
2022-02-23 19:00:00,159.93,160.56,159.7,160.32,180879
2022-02-23 18:00:00,159.93,160.07,159.57,159.81,162588
2022-02-23 17:00:00,160.07,160.83,159.91,160.0,6118850
2022-02-23 16:00:00,160.955,161.07,159.75,160.17,22180728
2022-02-23 15:00:00,162.2,162.435,160.685,160.96,9629368
2022-02-23 14:00:00,163.3,163.3,161.82,162.205,7824106
2022-02-23 13:00:00,163.84,164.47,163.19,163.3,6176102
2022-02-23 12:00:00,163.45,163.99,162.77,163.84,8366912
2022-02-23 11:00:00,164.52,164.66,163.31,163.4585,9600681
2022-02-23 10:00:00,165.84,166.15,164.39,164.525,10197909
2022-02-23 09:00:00,165.4899,166.49,165.38,165.87,878429
2022-02-23 08:00:00,165.28,166.02,165.22,165.94,102297
2022-02-23 07:00:00,165.52,165.56,165.08,165.27,16934
2022-02-23 06:00:00,166.0,166.0,165.42,165.62,20705
2022-02-23 05:00:00,166.0,166.24,165.8,165.98,51616
2022-02-22 20:00:00,165.43,165.47,165.13,165.45,47598
2022-02-22 19:00:00,164.98,165.47,164.82,165.26,59124
2022-02-22 18:00:00,164.65,165.04,164.57,165.02,50404
2022-02-22 17:00:00,164.32,165.47,164.32,164.6,4527151
2022-02-22 16:00:00,164.21,165.3586,163.45,164.3,15004839
2022-02-22 15:00:00,162.93,164.47,162.15,164.2,13038020
2022-02-22 14:00:00,164.12,164.365,162.73,162.935,7621778
2022-02-22 13:00:00,164.68,165.045,163.9,164.1,7087257
2022-02-22 12:00:00,164.67,165.32,164.41,164.695,9305278
2022-02-22 11:00:00,165.72,166.69,164.5703,164.66,11687291
2022-02-22 10:00:00,165.9023,166.5,163.85,165.71,14599878
2022-02-22 09:00:00,165.5109,167.718,160.0,165.9,1450848
2022-02-22 08:00:00,165.92,166.48,165.3,166.18,276533
2022-02-22 07:00:00,166.0,166.15,165.5,165.9,29102
2022-02-22 06:00:00,163.84,166.6,163.71,165.99,100366
2022-02-22 05:00:00,166.0,166.0,162.24,163.84,191364
2022-02-18 20:00:00,166.49,166.53,166.3,166.5,39934
2022-02-18 19:00:00,166.81,166.88,166.32,166.47,52934
2022-02-18 18:00:00,167.41,167.42,166.8,166.8,120615
2022-02-18 17:00:00,167.42,167.56,167.13,167.39,3689558
2022-02-18 16:00:00,168.29,168.6556,166.76,167.6,14427830
2022-02-18 15:00:00,167.06,168.66,167.03,168.2901,8751225
2022-02-18 14:00:00,166.67,167.3,166.19,167.07,8281941
2022-02-18 13:00:00,167.29,168.0711,166.63,166.67,10227810
2022-02-18 12:00:00,168.04,168.36,167.21,167.3,8269487
2022-02-18 11:00:00,169.02,169.1154,167.67,168.06,9586580
2022-02-18 10:00:00,169.36,170.5413,167.97,169.01,11809733
2022-02-18 09:00:00,169.9899,170.99,168.67,169.49,388796
2022-02-18 08:00:00,169.8,170.07,169.76,169.9,66842
2022-02-18 07:00:00,169.99,170.1,169.61,169.8,22185
2022-02-18 06:00:00,169.8,170.05,169.6,169.89,16273
2022-02-18 05:00:00,169.84,169.91,169.58,169.78,16014
2022-02-17 20:00:00,169.05,169.11,168.52,168.84,66882
2022-02-17 19:00:00,168.95,169.15,168.75,169.06,73843
2022-02-17 18:00:00,169.03,169.11,168.81,168.95,67200
2022-02-17 17:00:00,168.88,171.580464,168.8,169.03,2922311
2022-02-17 16:00:00,169.51,169.54,168.47,168.92,15118925
2022-02-17 15:00:00,170.4299,170.43,169.31,169.51,7296336
2022-02-17 14:00:00,170.99,171.055,170.19,170.43,5290562
2022-02-17 13:00:00,171.205,171.2614,170.755,170.99,5161360
2022-02-17 12:00:00,171.34,171.6,171.0,171.2,6062555
2022-02-17 11:00:00,171.2,171.91,170.84,171.3401,11099104
2022-02-17 10:00:00,171.1,172.55,170.74,171.2006,7534862
2022-02-17 09:00:00,171.7701,172.19,170.9,171.1,607785
2022-02-17 08:00:00,171.5,172.0,171.42,171.9,64556
2022-02-17 07:00:00,171.45,171.5,171.42,171.5,2194
2022-02-17 06:00:00,171.45,171.6,171.4,171.58,5923
2022-02-17 05:00:00,172.0,172.0,171.29,171.42,21801
2022-02-16 20:00:00,172.11,172.3,172.0,172.17,36833
2022-02-16 19:00:00,172.35,172.55,172.09,172.12,38879
2022-02-16 18:00:00,172.16,172.55,172.16,172.3,97992
2022-02-16 17:00:00,172.55,172.63,172.0,172.13,3765791
2022-02-16 16:00:00,172.8721,173.34,172.31,172.55,11135319
2022-02-16 15:00:00,170.7691,172.88,170.54,172.88,10053862
2022-02-16 14:00:00,170.67,170.895,170.545,170.78,3177478
2022-02-16 13:00:00,171.1,171.41,170.18,170.675,4885737
2022-02-16 12:00:00,171.05,171.19,170.35,171.105,6147722
2022-02-16 11:00:00,170.575,171.22,170.265,171.04,7788037
2022-02-16 10:00:00,172.05,172.8612,170.05,170.575,9063286
2022-02-16 09:00:00,172.6899,173.221,171.88,172.06,515588
2022-02-16 08:00:00,172.71,172.74,171.95,172.0,95568
2022-02-16 07:00:00,172.5,172.7,172.35,172.7,7062
2022-02-16 06:00:00,172.5,172.54,172.0,172.54,12270
2022-02-16 05:00:00,173.05,173.2,171.99,172.7,27782
2022-02-15 20:00:00,172.25,172.3,171.88,171.9,105959
2022-02-15 19:00:00,172.37,172.4,172.2,172.22,24647
2022-02-15 18:00:00,172.26,172.79,172.25,172.28,1635355
2022-02-15 17:00:00,172.79,172.96,172.22,172.3,1651052
2022-02-15 16:00:00,171.99,172.95,171.72,172.8,12433710
2022-02-15 15:00:00,171.77,172.27,171.38,171.985,5659396
2022-02-15 14:00:00,170.57,172.04,170.53,171.77,5864726
2022-02-15 13:00:00,171.52,171.65,170.34,170.5699,6117816
2022-02-15 12:00:00,171.19,171.72,171.02,171.521,6173927
2022-02-15 11:00:00,170.89,171.36,170.48,171.18,8591676
2022-02-15 10:00:00,171.05,171.4506,170.25,170.88,9025004
2022-02-15 09:00:00,171.93,172.03,168.88,171.05,529611
2022-02-15 08:00:00,171.74,172.03,171.52,171.81,189494
2022-02-15 07:00:00,171.65,172.16,171.55,171.82,43940
2022-02-15 06:00:00,171.25,171.7,171.01,171.58,36790
2022-02-15 05:00:00,168.9,171.56,168.9,171.19,64693
2022-02-14 20:00:00,169.14,169.19,168.63,168.87,50909
2022-02-14 19:00:00,168.7,169.1,168.7,169.0,46303
2022-02-14 18:00:00,168.78,168.88,168.6,168.65,22437
2022-02-14 17:00:00,168.88,168.95,168.66,168.75,4574377
2022-02-14 16:00:00,168.16,169.39,167.72,169.13,16476667
2022-02-14 15:00:00,166.9,168.56,166.56,168.16,9299868
2022-02-14 14:00:00,169.28,169.58,166.87,166.89,7123231
2022-02-14 13:00:00,168.88,169.48,168.72,169.28,5395032
2022-02-14 12:00:00,167.89,169.2,167.78,168.875,8376026
2022-02-14 11:00:00,168.42,168.75,167.57,167.885,11146460
2022-02-14 10:00:00,167.55,169.0,166.86,168.435,10164491
2022-02-14 09:00:00,166.22,168.45,165.92,167.51,800213
2022-02-14 08:00:00,166.49,168.4,166.0,168.01,505728
2022-02-14 07:00:00,166.22,166.75,165.87,166.49,89271
2022-02-14 06:00:00,165.88,166.6,165.62,166.39,56887
2022-02-14 05:00:00,168.2,168.2,165.25,166.0,158667
2022-02-11 20:00:00,168.36,168.47,168.1,168.2,78919
2022-02-11 19:00:00,168.68,168.74,168.37,168.42,37724
2022-02-11 18:00:00,168.6,168.78,168.58,168.7,41769
2022-02-11 17:00:00,168.64,169.3,168.32,168.6,10135274
2022-02-11 16:00:00,168.84,169.7,168.04,168.43,18244258
2022-02-11 15:00:00,169.14,170.0,168.29,168.82,13801566
2022-02-11 14:00:00,171.51,171.85,168.89,169.15,11667469
2022-02-11 13:00:00,171.78,172.2,171.35,171.515,6173178
2022-02-11 12:00:00,172.09,172.56,171.3,171.79,7564825
2022-02-11 11:00:00,171.82,172.695,171.03,172.0899,12363649
2022-02-11 10:00:00,172.47,173.08,171.62,171.8287,10437370
2022-02-11 09:00:00,171.2801,172.74,171.19,172.5,517528
2022-02-11 08:00:00,171.12,172.26,171.12,171.98,157852
2022-02-11 07:00:00,171.31,171.31,170.74,171.06,16593
2022-02-11 06:00:00,170.99,171.4,170.99,171.4,16372
2022-02-11 05:00:00,171.18,171.55,170.76,170.96,34860
2022-02-10 20:00:00,171.83,171.98,171.5,171.79,107103
2022-02-10 19:00:00,172.19,172.37,171.82,171.82,170501
2022-02-10 18:00:00,172.22,172.26,172.02,172.19,2101388
2022-02-10 17:00:00,172.12,172.43,171.81,172.22,3827981
2022-02-10 16:00:00,172.83,173.14,171.55,172.295,15001179
2022-02-10 15:00:00,173.43,173.58,172.52,172.83,8591287
2022-02-10 14:00:00,174.09,174.52,172.37,173.44,9384557
2022-02-10 13:00:00,174.8501,175.06,173.32,174.1,8774160
2022-02-10 12:00:00,174.415,175.01,173.79,174.8475,10282923
2022-02-10 11:00:00,175.09,175.48,174.28,174.405,11469993
2022-02-10 10:00:00,174.25,175.3899,173.75,175.08,11935727
2022-02-10 09:00:00,175.97,176.27,174.0,174.25,923753
2022-02-10 08:00:00,175.6,175.99,175.6,175.94,67747
2022-02-10 07:00:00,175.52,175.6,175.5,175.51,11584
2022-02-10 06:00:00,175.65,175.68,175.55,175.55,3216
2022-02-10 05:00:00,175.75,175.75,175.39,175.68,18494
2022-02-09 20:00:00,176.14,176.23,175.92,176.0,39080
2022-02-09 19:00:00,176.4,176.45,176.14,176.14,20653
2022-02-09 18:00:00,176.44,176.59,176.28,176.4001,4625877
2022-02-09 17:00:00,176.22,176.48,175.3865,176.4499,2048513
2022-02-09 16:00:00,175.67,176.33,174.9,176.28,13368757
2022-02-09 15:00:00,175.6091,176.12,175.59,175.67,5630579
2022-02-09 14:00:00,175.82,175.92,175.435,175.6,4764915
2022-02-09 13:00:00,175.43,175.88,175.25,175.815,5447105
2022-02-09 12:00:00,175.7845,175.98,175.2,175.4248,7322676
2022-02-09 11:00:00,175.25,176.1699,175.18,175.7838,9729276
2022-02-09 10:00:00,176.32,176.65,175.0805,175.24,10708075
2022-02-09 09:00:00,176.3805,176.76,175.0,176.3,837421
2022-02-09 08:00:00,176.3,176.69,175.95,176.57,185212
2022-02-09 07:00:00,176.01,176.45,175.93,176.34,37703
2022-02-09 06:00:00,175.79,176.1,175.79,176.05,40904
2022-02-09 05:00:00,175.35,176.0,175.35,175.83,26359
2022-02-08 20:00:00,175.25,175.25,174.8,175.17,39550
2022-02-08 19:00:00,174.8,175.35,174.78,175.22,45965
2022-02-08 18:00:00,174.75,174.89,174.73,174.76,1220674
2022-02-08 17:00:00,174.83,175.09,174.48,174.75,1775394
2022-02-08 16:00:00,173.9416,175.35,173.635,174.82,14139505
2022-02-08 15:00:00,174.585,174.81,173.73,173.94,6762964
2022-02-08 14:00:00,174.65,174.795,174.121,174.5852,6762165
2022-02-08 13:00:00,173.88,175.2779,173.69,174.65,10089236
2022-02-08 12:00:00,172.675,174.2,172.67,173.875,9369282
2022-02-08 11:00:00,172.06,172.86,171.43,172.67,9327000
2022-02-08 10:00:00,171.79,172.42,171.5,172.06,9045740
2022-02-08 09:00:00,171.7999,172.32,171.4,171.8,378127
2022-02-08 08:00:00,171.7,171.85,171.37,171.8,133159
2022-02-08 07:00:00,172.1,172.2,171.44,171.69,30684
2022-02-08 06:00:00,171.82,172.4,171.66,172.2,15805
2022-02-08 05:00:00,172.16,172.35,171.82,171.85,13194
2022-02-07 20:00:00,172.4,172.5,172.1,172.4,56612
2022-02-07 19:00:00,172.42,172.58,172.2,172.43,42086
2022-02-07 18:00:00,172.0,172.57,171.66,172.31,2404737
2022-02-07 17:00:00,171.66,172.16,171.66,172.01,5201754
2022-02-07 16:00:00,172.6016,173.04,170.95,171.71,11048942
2022-02-07 15:00:00,172.6186,172.83,171.97,172.605,5057396
2022-02-07 14:00:00,171.86,172.72,171.74,172.6099,4943439
2022-02-07 13:00:00,172.06,172.44,171.53,171.87,5887044
2022-02-07 12:00:00,173.0,173.19,171.73,172.065,10471362
2022-02-07 11:00:00,173.45,173.9458,172.82,172.995,9264702
2022-02-07 10:00:00,173.25,173.94,172.39,173.43,15119096
2022-02-07 09:00:00,172.9,173.7,172.35,173.22,2203372
2022-02-07 08:00:00,172.69,173.34,172.59,173.3,124756
2022-02-07 07:00:00,172.2,172.81,172.16,172.74,7115
2022-02-07 06:00:00,172.43,172.91,172.2,172.2,16845
2022-02-07 05:00:00,172.39,172.68,171.8,172.44,36221
